state,Event,City,race_url,date,Finishers,top_result_m,top_result_f,distance,elevation_rating,surface_rating
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/08/21,121,5:23:55,6:30:42,34 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/11/20,Race Cancelled,Race Cancelled,Race Cancelled,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/19,Race Cancelled,Race Cancelled,Race Cancelled,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/18,49,9:13:44,10:15:45,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/08/17,149,7:52:41,10:06:15,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/08/16,128,7:49:36,10:08:09,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/10/15,100,8:10:45,10:28:47,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/11/14,61,8:30:08,10:54:03,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/13,53,8:53:44,14:04:55,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/12,39,9:56:39,9:30:32,50 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/10/20,Race Cancelled,Race Cancelled,Race Cancelled,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/12/19,Race Cancelled,Race Cancelled,Race Cancelled,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/18,20,28:09:14,30:49:28,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/07/17,48,19:42:48,22:34:11,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/08/16,52,20:43:45,23:46:36,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/10/15,46,18:04:00,24:53:10,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/11/14,26,20:30:52,23:21:02,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/12/13,23,21:46:18,26:47:20,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/13/12,30,21:16:04,30:10:06,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/08/11,16,21:53:05,26:13:36,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/09/10,17,23:21:21,30:00:44,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/10/09,11,26:18:21,28:49:53,100 Miles,3,3
Minnesota,Zumbro,Theilman,https://calendar.ultrarunning.com/event/zumbro,04/10/09,5,13:51:30,13:07:47,100 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/17/21,105,3:41:23,5:24:01,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,07/12/20,Race Cancelled,Race Cancelled,Race Cancelled,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/13/19,95,4:31:13,5:04:20,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/21/18,75,4:14:08,4:58:49,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/22/17,142,3:33:08,4:37:37,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/16/16,103,3:30:58,4:54:55,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/18/15,114,3:40:48,4:00:28,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/12/14,66,3:50:36,5:08:31,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/20/13,72,3:59:44,4:46:12,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/21/12,129,3:25:37,3:57:43,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/16/11,110,3:23:11,3:45:08,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/17/10,109,3:16:52,3:56:13,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/18/09,107,3:37:15,4:04:47,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/19/08,87,3:48:44,3:41:42,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/24/07,120,3:26:52,4:00:55,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/22/06,117,3:15:01,4:15:05,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/23/05,99,3:25:56,4:29:14,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/24/04,90,3:28:18,4:03:31,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/22/00,99,3:14:18,4:38:37,50 KM,3,3
Minnesota,Trail Mix,Rockford,https://calendar.ultrarunning.com/event/trail-mix,04/17/93,80,3:41:25,4:07:47,50 KM,3,3
Minnesota,Maple Syrup Fun Run,Faribault,https://calendar.ultrarunning.com/event/maple-syrup-fun-run,09/19/20,Race Cancelled,Race Cancelled,Race Cancelled,50 KM,2,2
Minnesota,Maple Syrup Fun Run,Faribault,https://calendar.ultrarunning.com/event/maple-syrup-fun-run,05/04/19,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",50 KM,2,2
Minnesota,Maple Syrup Fun Run,Faribault,https://calendar.ultrarunning.com/event/maple-syrup-fun-run,05/05/18,"No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results","No Results Posted. Submit
                                Results",50 KM,2,2
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/20/21,137,4:03:32,5:27:20,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/16/20,Race Cancelled,Race Cancelled,Race Cancelled,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/18/19,204,4:13:46,5:12:58,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/19/18,264,3:42:09,4:53:07,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/20/17,229,3:45:28,4:30:32,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/21/16,176,3:57:32,5:17:08,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/16/15,186,4:08:16,5:26:55,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/17/14,177,3:54:18,5:01:32,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/18/13,158,3:50:31,5:42:45,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/19/12,130,3:56:04,4:45:38,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/21/11,81,3:49:28,4:41:42,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/15/10,125,3:57:16,4:47:14,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/16/09,71,3:48:54,5:27:31,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/17/08,56,4:08:09,5:09:36,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/19/07,58,4:01:01,4:32:05,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/21/05,47,4:14:05,5:03:46,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/22/04,52,3:59:28,4:58:55,50 KM,3,5
Minnesota,Superior Spring Trail Race,Lutsen,https://calendar.ultrarunning.com/event/superior-spring-trail-race,05/24/03,56,3:56:09,4:52:56,50 KM,3,5
Minnesota,Pound the Mound,Luverne,https://calendar.ultrarunning.com/event/pound-the-mound,05/15/21,19,4:48:12,5:28:36,30 Miles,3,3
Minnesota,Last Runner Standing,Duluth,https://calendar.ultrarunning.com/event/last-runner-standing,06/05/21,16,66.72,62.55,NA,3,3
Minnesota,Last Runner Standing,Duluth,https://calendar.ultrarunning.com/event/last-runner-standing,11/14/20,Race Cancelled,Race Cancelled,Race Cancelled,NA,3,3
Minnesota,Last Runner Standing,Duluth,https://calendar.ultrarunning.com/event/last-runner-standing,06/08/19,56,129.27,54.21,NA,3,3
Minnesota,Last Runner Standing,Duluth,https://calendar.ultrarunning.com/event/last-runner-standing,06/09/18,44,91.74,54.21,NA,3,3
Minnesota,FANS Ultra Races,Minneapolis,https://calendar.ultrarunning.com/event/fans,08/28/21,40,68.6,65.3,12 Hours,1,1
Minnesota,FANS Ultra Races,Minneapolis,https://calendar.ultrarunning.com/event/fans,08/29/20,Race Cancelled,Race Cancelled,Race Cancelled,12 Hours,1,1
Minnesota,FANS Ultra Races,Minneapolis,https://calendar.ultrarunning.com/event/fans,06/01/19,29,57,45,12 Hours,1,1
