case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3107068,27-002663,2020-WTE-1975-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.554131,43.624077
3119053,27-002690,2020-WTE-1989-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/26/2020,Digital Globe,-92.633072,43.59634
3107631,27-002664,2020-WTE-1959-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.605194,43.628162
3118887,27-081057,2020-WTE-1968-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.561508,43.640034
3115186,27-002675,2020-WTE-1983-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.605934,43.608429
3122264,27-002698,NA,28050,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,7/31/2020,Digital Globe,-92.662895,43.562691
3111676,27-002699,2020-WTE-1994-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.584206,43.597965
3107687,27-002668,2020-WTE-1973-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.564949,43.621277
3117328,27-002662,2020-WTE-1977-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.541878,43.624313
3112835,27-002686,2020-WTE-1992-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.591843,43.595329
3117954,27-002696,2020-WTE-1999-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,7/31/2020,Digital Globe,-92.65435,43.566082
3092704,27-081058,NA,29402,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,9/28/2022,Digital Globe,-92.555847,43.64003
3122261,27-002667,NA,28098,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.575096,43.619991
3106627,27-002661,2020-WTE-1978-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.534561,43.627319
3117737,27-002685,2020-WTE-1993-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.58815,43.596809
3122263,27-002689,NA,28067,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.598793,43.594994
3092431,27-081055,NA,29399,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,9/28/2022,Digital Globe,-92.573059,43.640282
3119035,27-081056,2020-WTE-1967-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.565842,43.639977
3122266,27-002680,NA,28080,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/16/2020,Digital Globe,-92.620491,43.610394
3106236,27-081030,2020-WTE-1960-OE,NA,56424,MN,Mower County,27099,Mower County Wind Energy Center,2006,43,98.9,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,1,2020,3,3,8/29/2020,Digital Globe,-92.599861,43.629345
3038898,27-021196,2020-WTE-7708-OE,29506,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.82489,43.661694
3038799,27-021192,2020-WTE-7689-OE,29507,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.811295,43.664692
3038892,27-021394,2020-WTE-7702-OE,27675,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.73819,43.680191
3038752,27-021414,2020-WTE-7684-OE,29414,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.822792,43.69939
3038915,27-021355,2020-WTE-7724-OE,27648,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.788292,43.647392
3038702,27-021390,2020-WTE-7678-OE,27674,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.828995,43.712994
3039086,27-021446,2020-WTE-7767-OE,27994,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.824593,43.691994
3038700,27-021191,2020-WTE-7676-OE,29494,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/4/2019,Digital Globe,-95.827492,43.726391
3038923,27-021358,2020-WTE-7732-OE,27651,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.778091,43.64019
3039119,27-021405,2020-WTE-7785-OE,29420,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.829895,43.647392
3038900,27-021401,2020-WTE-7710-OE,28033,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.761795,43.643993
3038918,27-021357,2020-WTE-7727-OE,27650,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.771393,43.655491
3038897,27-021195,2020-WTE-7707-OE,29432,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.740692,43.684792
3038972,27-021430,2020-WTE-7741-OE,28031,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.740593,43.669491
3038830,27-021398,2020-WTE-7692-OE,27677,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.767494,43.724392
3038889,27-021194,2020-WTE-7699-OE,29561,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.749092,43.640591
3038989,27-021365,2020-WTE-7745-OE,27658,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.728394,43.663094
3039038,27-021370,2020-WTE-7750-OE,27663,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.769196,43.685093
3039138,27-021466,2020-WTE-7802-OE,28018,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.756393,43.719193
3039124,27-021407,2020-WTE-7788-OE,27678,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.758392,43.647694
3038904,27-021417,2021-WTE-727-OE,29415,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.81189,43.66909
3038909,27-021419,2020-WTE-7718-OE,28012,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.779289,43.657791
3038969,27-021363,2020-WTE-7740-OE,27656,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.748291,43.668694
3038976,27-021431,2020-WTE-7742-OE,28036,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.734795,43.669594
3038763,27-021395,2020-WTE-7685-OE,28015,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.776291,43.724392
3039088,27-021375,2020-WTE-7769-OE,27668,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.847992,43.735394
3039137,27-021465,2020-WTE-7801-OE,28017,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.77449,43.728592
3038860,27-021348,2020-WTE-7695-OE,27641,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.850395,43.68729
3039132,27-021303,2020-WTE-7796-OE,27596,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.717995,43.687393
3039112,27-021404,2020-WTE-7784-OE,29418,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.825592,43.654591
3038774,27-021396,2020-WTE-7686-OE,27676,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.820389,43.672291
3038819,27-021397,2020-WTE-7691-OE,27993,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.835594,43.694092
3038903,27-021416,2020-WTE-7713-OE,28011,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.767891,43.658894
3039049,27-021433,2020-WTE-7751-OE,28028,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.762489,43.684792
3038928,27-021360,2020-WTE-7734-OE,27653,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.765892,43.641193
3039065,27-021437,2020-WTE-7753-OE,28041,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.721596,43.696892
3038698,27-021388,2020-WTE-7674-OE,27986,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.861893,43.715294
3038996,27-021366,2020-WTE-7746-OE,27659,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.749695,43.678593
3039130,27-021460,2020-WTE-7794-OE,28024,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.740295,43.69009
3038983,27-021364,2020-WTE-7744-OE,27657,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.727989,43.671791
3038881,27-021350,2020-WTE-7697-OE,27643,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.820389,43.686394
3039028,27-021369,2020-WTE-7749-OE,27662,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.743393,43.706593
3039096,27-021451,2020-WTE-7777-OE,27990,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.829491,43.665691
3038980,27-021432,2020-WTE-7743-OE,28040,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.725288,43.690792
3039089,27-021403,2020-WTE-7770-OE,29412,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/4/2019,Digital Globe,-95.827393,43.718193
3038696,27-021412,2020-WTE-7672-OE,27985,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.864594,43.730694
3038888,27-021351,2020-WTE-7698-OE,27644,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.807991,43.684593
3039070,27-021439,2020-WTE-7755-OE,28025,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.745491,43.682892
3039122,27-021406,2020-WTE-7787-OE,28004,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.811089,43.639992
3039094,27-021378,2020-WTE-7775-OE,27671,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.817795,43.699493
3039091,27-021448,2020-WTE-7772-OE,27995,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.84359,43.69939
3038695,27-021411,2020-WTE-7671-OE,27997,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.841995,43.736691
3038697,27-021341,2020-WTE-7673-OE,27634,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.856995,43.727993
3039136,27-021464,2020-WTE-7800-OE,28020,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.756195,43.709492
3038913,27-021422,2020-WTE-7722-OE,28009,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.776894,43.653294
3039075,27-021440,2020-WTE-7759-OE,28037,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.725494,43.676693
3039099,27-021453,2020-WTE-7779-OE,28029,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.762489,43.676292
3038906,27-021418,2020-WTE-7715-OE,28005,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.804695,43.64019
3038893,27-021352,2020-WTE-7703-OE,27645,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.808189,43.672592
3038910,27-021420,2020-WTE-7719-OE,28043,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.737495,43.707493
3039087,27-021447,2020-WTE-7768-OE,27988,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.839493,43.662693
3038936,27-021429,2020-WTE-7736-OE,28035,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.728195,43.667294
3038907,27-021198,2020-WTE-7716-OE,29560,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.780289,43.728592
3039076,27-021441,2020-WTE-7760-OE,28038,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.719795,43.681393
3038908,27-021199,2020-WTE-7717-OE,29508,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.788391,43.656391
3038939,27-021359,2020-WTE-7737-OE,27652,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.719894,43.692093
3039092,27-021449,2020-WTE-7773-OE,29413,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.840889,43.692493
3038701,27-021389,2020-WTE-7677-OE,27673,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/4/2019,Digital Globe,-95.827393,43.721893
3038851,27-021392,2020-WTE-7694-OE,27996,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.85009,43.696194
3038919,27-021424,2020-WTE-7728-OE,28010,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.769989,43.651192
3010400,27-023836,2020-WTE-7706-OE,28016,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.768593,43.728592
3039131,27-020837,2020-WTE-7795-OE,28323,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.739792,43.697792
3039071,27-021055,2020-WTE-7756-OE,28356,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.76239,43.719391
3038784,27-021415,2020-WTE-7687-OE,27998,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.818588,43.693394
3038902,27-021402,2020-WTE-7712-OE,28002,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.816689,43.66349
3039082,27-021373,2020-WTE-7764-OE,27666,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.737892,43.67329
3039072,27-021371,2020-WTE-7757-OE,27664,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.729393,43.699692
3038894,27-021353,2020-WTE-7704-OE,27646,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.758293,43.714191
3039100,27-021454,2020-WTE-7780-OE,29416,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.802589,43.664192
3038901,27-021197,2020-WTE-7711-OE,29505,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.835594,43.658894
3039097,27-021452,2020-WTE-7778-OE,27989,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.830589,43.661091
3039135,27-021463,2020-WTE-7799-OE,28019,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.765091,43.710793
3039078,27-021443,2020-WTE-7762-OE,28042,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.727394,43.69519
3038921,27-021426,2020-WTE-7730-OE,28032,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.758293,43.640293
3039127,27-021459,2020-WTE-7791-OE,28030,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.757393,43.676292
3038890,27-021393,2020-WTE-7700-OE,28000,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.802589,43.670391
3038719,27-021344,2020-WTE-7681-OE,27637,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.787994,43.684994
3039120,27-021057,2020-WTE-7786-OE,28140,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.801788,43.643791
3039090,27-021376,2020-WTE-7771-OE,27669,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.866493,43.712791
3039128,27-021408,2020-WTE-7792-OE,27679,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.719589,43.676491
3038950,27-021361,2020-WTE-7738-OE,27654,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.770393,43.705292
3039073,27-021372,2020-WTE-7758-OE,27665,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.76149,43.679993
3039129,27-021409,2020-WTE-7793-OE,28039,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.721992,43.684692
3039125,27-021457,2020-WTE-7789-OE,28034,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.745895,43.644093
3039084,27-021374,2020-WTE-7765-OE,27667,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.85479,43.684692
3038741,27-021391,2020-WTE-7683-OE,27987,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.848694,43.713593
3039079,27-021444,2020-WTE-7763-OE,28001,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,10/19/2017,Digital Globe,-95.818092,43.667591
3038703,27-021342,2020-WTE-7679-OE,27635,57047,MN,Nobles County,27105,Nobles,2010,134,201,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,0,NA,3,3,6/5/2019,Digital Globe,-95.839394,43.712692
